"Id","Predicted"
5384,0.00115885375998914
6859,0.00797517318278551
5772,0.00425640121102333
5665,0.000252379162702709
6495,0.00330671621486545
5061,0.050999291241169
6948,0.0456038378179073
5773,0.38165819644928
6052,0.00693465350195765
6682,0.826923310756683
6083,0.142766550183296
6962,0.0249648485332727
5158,0.00849371682852507
6464,0.00208291132003069
5172,0.00205533532425761
5582,0.000492761377245188
6136,0.367095202207565
6235,0.000498917128425092
6508,0.00142632727511227
4968,0.00287184794433415
6632,0.00401064567267895
7195,0.0333940871059895
5525,0.00233846763148904
6320,0.00452034594491124
6766,0.0031715277582407
6872,0.0474364273250103
5906,0.00935655366629362
7172,0.000588508090004325
6571,0.00066642725141719
5616,0.0108926389366388
6312,0.00305914715863764
6470,0.00127552601043135
5147,0.0515237227082253
5501,0.0259595438838005
6436,0.0719424709677696
5699,0.105612367391586
5313,0.00173529540188611
6234,0.00134500826243311
6569,0.00829010456800461
7202,0.0376472547650337
5683,0.110361576080322
5034,0.00201699999161065
5435,0.000690912711434066
5815,0.0189673285931349
5589,0.149032413959503
6746,0.324183881282806
6790,0.0157060977071524
6857,0.000306612637359649
6450,0.000647288747131824
7221,0.0400708205997944
5527,0.00313013955019414
5620,0.00268571730703115
6215,0.00181359692942351
7167,0.00225421832874417
5823,0.0123078739270568
6207,0.00450335163623095
6932,0.000450310646556318
5669,0.0717142671346664
5154,0.0632345229387283
7168,0.00210767704993486
5585,0.134994700551033
7200,0.00224045244976878
6539,0.0012262073578313
5774,0.0653235465288162
6357,0.00064079015282914
5042,0.0649720281362534
5015,0.0124283730983734
5354,0.000373928400222212
6054,0.897302210330963
7295,0.00341617153026164
5365,0.51274698972702
6755,0.166185706853867
5991,0.78527444601059
7035,0.00209878594614565
5893,0.00419165985658765
7164,0.00247699045576155
5304,0.00813768804073334
5561,0.00324270687997341
5520,0.00108678685501218
5241,0.163156613707542
7096,0.000992214074358344
6078,0.00101882265880704
5046,0.0780175924301147
5334,0.0180466044694185
6969,0.000458662339951843
6821,0.00131896615494043
5760,0.00179726514033973
5614,0.00195252452977002
7091,0.00179983431007713
5698,0.000693615700583905
5169,0.00522451009601355
7294,0.0007386818761006
5318,0.390787124633789
5368,0.000967894797213376
6923,0.000423117511672899
5463,0.0110005466267467
5265,0.0253532286733389
6321,0.0120150400325656
5226,0.079745426774025
6868,0.0245660711079836
4967,0.859703361988068
5293,0.00069373898440972
5865,0.0260501764714718
5841,0.00875073112547398
5526,0.00022965380048845
6852,0.0696970969438553
6469,0.000885853369254619
6168,0.12906214594841
7292,0.000638280413113534
5036,0.0874883234500885
5644,0.00909091997891665
6856,0.579527139663696
5428,0.00185635918751359
5027,0.0101299472153187
4989,0.626137733459473
5221,0.0610926672816277
6402,0.00468689622357488
5346,0.00272563192993402
6748,0.374717742204666
